SECT DEPTH,SB DEPTH,SECT NUM,SECT DEPTH,CT,PWAmp,PWVel,Den1,MS1,Imp,FP,Name,Hole,Number
0.30000001192092896,0.003,1,0.3,8.909,0.0002,1421.12,0.7558,1.1608,1074.148,1.1395,1001-1-A-1-1,A,1.0
0.800000011920929,0.008,1,0.8,8.963,0.0,1192.205,0.5018,2.152,598.2294,1.2847,1001-1-A-1-1,A,1.0
1.2999999523162842,0.013,1,1.3,9.031,0.0,732.263,0.4193,3.3582,307.0733,1.3318,1001-1-A-1-1,A,1.0
1.7999999523162842,0.018,1,1.8,9.092,0.0,1942.735,0.4269,4.2887,829.3985,1.3275,1001-1-A-1-1,A,1.0
2.299999952316284,0.023,1,2.3,9.114,0.0,1914.706,0.448,5.5864,857.7968,1.3154,1001-1-A-1-1,A,1.0
2.799999952316284,0.028,1,2.8,9.135,0.0,1983.713,0.4949,6.815,981.6808,1.2886,1001-1-A-1-1,A,1.0
3.299999952316284,0.033,1,3.3,9.158,0.0,1410.008,0.7986,5.6343,1126.096,1.1151,1001-1-A-1-1,A,1.0
3.799999952316284,0.038,1,3.8,9.118,0.0,2000.439,1.414,4.1651,2828.711,0.7634,1001-1-A-1-1,A,1.0
4.300000190734863,0.043,1,4.3,9.014,0.0,2189.99,1.5207,4.9249,3330.318,0.7025,1001-1-A-1-1,A,1.0
4.800000190734863,0.048,1,4.8,8.912,0.0,1251.685,1.4537,6.1433,1819.6,0.7407,1001-1-A-1-1,A,1.0
5.300000190734863,0.053,1,5.3,8.845,0.0,1966.43,1.4384,6.9387,2828.588,0.7495,1001-1-A-1-1,A,1.0
5.800000190734863,0.058,1,5.8,8.842,0.0,1117.543,1.4466,7.3152,1616.604,0.7448,1001-1-A-1-1,A,1.0
6.300000190734863,0.063,1,6.3,8.812,0.0,964.4304,1.4163,7.8355,1365.938,0.7621,1001-1-A-1-1,A,1.0
6.800000190734863,0.068,1,6.8,8.683,0.0,735.4734,1.366,8.6638,1004.69,0.7908,1001-1-A-1-1,A,1.0
7.300000190734863,0.073,1,7.3,8.584,0.0,1068.326,1.3335,9.2875,1424.66,0.8094,1001-1-A-1-1,A,1.0
7.800000190734863,0.078,1,7.8,8.532,0.0001,1214.001,1.3549,9.3578,1644.805,0.7972,1001-1-A-1-1,A,1.0
8.300000190734863,0.083,1,8.3,8.515,0.0001,1204.555,1.3313,9.6381,1603.578,0.8107,1001-1-A-1-1,A,1.0
8.800000190734863,0.088,1,8.8,8.496,0.0,1218.763,1.3089,9.8643,1595.239,0.8235,1001-1-A-1-1,A,1.0
9.300000190734863,0.093,1,9.3,8.486,0.0001,1334.487,1.3422,9.6845,1791.119,0.8045,1001-1-A-1-1,A,1.0
9.800000190734863,0.098,1,9.8,8.485,0.0002,1343.413,1.3804,9.4194,1854.458,0.7826,1001-1-A-1-1,A,1.0
10.300000190734863,0.103,1,10.3,8.486,0.0001,1336.588,1.3617,9.5783,1820.008,0.7933,1001-1-A-1-1,A,1.0
10.800000190734863,0.108,1,10.8,8.488,0.0001,1271.801,1.3285,9.806,1689.629,0.8123,1001-1-A-1-1,A,1.0
11.300000190734863,0.113,1,11.3,8.491,0.0002,1391.739,1.3053,9.9759,1816.572,0.8256,1001-1-A-1-1,A,1.0
11.800000190734863,0.118,1,11.8,8.495,0.0001,1259.078,1.2912,10.071,1625.74,0.8336,1001-1-A-1-1,A,1.0
12.300000190734863,0.123,1,12.3,8.486,0.001,1433.446,1.2813,10.1449,1836.619,0.8393,1001-1-A-1-1,A,1.0
12.800000190734863,0.128,1,12.8,8.474,0.0024,1446.816,1.2783,10.1741,1849.46,0.841,1001-1-A-1-1,A,1.0
13.300000190734863,0.133,1,13.3,8.471,0.003,1453.002,1.3039,9.887,1894.547,0.8264,1001-1-A-1-1,A,1.0
13.800000190734863,0.138,1,13.8,8.476,0.0022,1459.869,1.3295,9.5275,1940.963,0.8117,1001-1-A-1-1,A,1.0
14.300000190734863,0.143,1,14.3,8.476,0.0021,1438.073,1.3115,9.5284,1885.973,0.822,1001-1-A-1-1,A,1.0
14.800000190734863,0.148,1,14.8,8.475,0.0043,1447.975,1.3649,8.9397,1976.411,0.7915,1001-1-A-1-1,A,1.0
15.300000190734863,0.153,1,15.3,8.476,0.0085,1450.128,1.3598,8.8494,1971.855,0.7944,1001-1-A-1-1,A,1.0
15.800000190734863,0.158,1,15.8,8.476,0.0057,1448.394,1.3298,8.9534,1926.113,0.8115,1001-1-A-1-1,A,1.0
16.299999237060547,0.163,1,16.3,8.476,0.0029,1446.416,1.3235,8.9339,1914.347,0.8151,1001-1-A-1-1,A,1.0
16.799999237060547,0.168,1,16.8,8.475,0.0027,1354.267,1.3201,8.8974,1787.787,0.8171,1001-1-A-1-1,A,1.0
17.299999237060547,0.173,1,17.3,8.475,0.0023,1444.028,1.3286,8.7785,1918.533,0.8122,1001-1-A-1-1,A,1.0
17.799999237060547,0.178,1,17.8,8.475,0.002,1354.483,1.3158,8.801,1782.273,0.8195,1001-1-A-1-1,A,1.0
18.299999237060547,0.183,1,18.3,8.475,0.002,1354.483,1.3098,8.837,1774.05,0.823,1001-1-A-1-1,A,1.0
18.799999237060547,0.188,1,18.8,8.475,0.0011,1351.459,1.3231,8.7193,1788.084,0.8154,1001-1-A-1-1,A,1.0
19.299999237060547,0.193,1,19.3,8.472,0.0006,1353.571,1.2811,9.0141,1734.021,0.8394,1001-1-A-1-1,A,1.0
19.799999237060547,0.198,1,19.8,8.47,0.0002,1371.438,1.2621,9.1855,1730.956,0.8502,1001-1-A-1-1,A,1.0
20.299999237060547,0.203,1,20.3,8.469,0.0002,1233.649,1.318,8.8664,1626.002,0.8183,1001-1-A-1-1,A,1.0
20.799999237060547,0.208,1,20.8,8.466,0.0002,1287.996,1.3542,8.6991,1744.239,0.7976,1001-1-A-1-1,A,1.0
21.299999237060547,0.213,1,21.3,8.465,0.0002,1199.348,1.3513,8.8151,1620.661,0.7993,1001-1-A-1-1,A,1.0
21.799999237060547,0.218,1,21.8,8.465,0.0002,1221.853,1.3345,9.0497,1630.619,0.8088,1001-1-A-1-1,A,1.0
22.299999237060547,0.223,1,22.3,8.467,0.0002,1220.908,1.298,9.396,1584.78,0.8297,1001-1-A-1-1,A,1.0
22.799999237060547,0.228,1,22.8,8.465,0.0002,1213.098,1.3047,9.4857,1582.758,0.8259,1001-1-A-1-1,A,1.0
23.299999237060547,0.233,1,23.3,8.466,0.0002,1203.754,1.3404,9.3822,1613.487,0.8055,1001-1-A-1-1,A,1.0
23.799999237060547,0.238,1,23.8,8.466,0.0002,1197.793,1.3437,9.4585,1609.457,0.8036,1001-1-A-1-1,A,1.0
24.299999237060547,0.243,1,24.3,8.466,0.0003,1197.285,1.3456,9.6009,1611.087,0.8025,1001-1-A-1-1,A,1.0
24.799999237060547,0.248,1,24.8,8.466,0.0003,1209.083,1.3516,9.6811,1634.151,0.7991,1001-1-A-1-1,A,1.0
25.299999237060547,0.253,1,25.3,8.465,0.0003,1219.565,1.3334,9.9406,1626.116,0.8095,1001-1-A-1-1,A,1.0
25.799999237060547,0.258,1,25.8,8.465,0.0003,1216.585,1.309,10.2566,1592.541,0.8234,1001-1-A-1-1,A,1.0
26.299999237060547,0.263,1,26.3,8.466,0.0002,1217.604,1.2835,10.586,1562.794,0.838,1001-1-A-1-1,A,1.0
26.799999237060547,0.268,1,26.8,8.466,0.0002,1220.94,1.3122,10.5147,1602.074,0.8216,1001-1-A-1-1,A,1.0
27.299999237060547,0.273,1,27.3,8.466,0.0002,1224.118,1.3661,10.1926,1672.288,0.7908,1001-1-A-1-1,A,1.0
27.799999237060547,0.278,1,27.8,8.466,0.0002,1213.241,1.3126,10.7053,1592.472,0.8214,1001-1-A-1-1,A,1.0
28.299999237060547,0.283,1,28.3,8.466,0.0003,1209.947,1.3101,10.7253,1585.177,0.8228,1001-1-A-1-1,A,1.0
28.799999237060547,0.288,1,28.8,8.466,0.0003,1210.12,1.2904,10.8545,1561.567,0.834,1001-1-A-1-1,A,1.0
29.299999237060547,0.293,1,29.3,8.469,0.0003,1209.166,1.3052,10.6579,1578.177,0.8256,1001-1-A-1-1,A,1.0
